seed,channel,calibrated,parameter,truth,posterior_mean,posterior_sd,q025,q975,relative_bias,covered_95,covered_50,interval_width_95,max_r_hat,min_ess_bulk,divergences,divergence_rate,seconds
8,search,True,half_saturation,1.26317647245146,1.2321128217794204,0.6162170028781663,0.646030803692741,2.929942307761021,-0.024591695103182286,True,True,2.2839115040682803,1.02,311.0,90,0.09,145.95797896385193
8,search,True,beta,0.25893272291150043,0.26839053675880076,0.05673595417309575,0.1864645103189353,0.40808306276333894,0.03652614370618916,True,True,0.22161855244440365,1.02,311.0,90,0.09,145.95797896385193
8,search,True,slope,1.1,1.1205493301394218,0.2529505049103077,0.7116834727712552,1.6701778745484968,0.018681209217656116,True,True,0.9584944017772415,1.02,311.0,90,0.09,145.95797896385193
8,search,True,decay,0.15,0.16087304152530055,0.07583834553512821,0.04015998298230434,0.3267112746023703,0.07248694350200369,True,True,0.286551291620066,1.02,311.0,90,0.09,145.95797896385193
8,social,True,roas,1.8995125649894447,2.029632213755219,0.4129784321590164,1.2457014830137119,2.8592547487776883,0.0685015993913668,True,True,1.6135532657639764,1.02,311.0,90,0.09,145.95797896385193
8,social,True,half_saturation,1.230733263805859,1.8966643601333253,1.0062946356330889,0.9164026011930508,4.37626229572168,0.5410848279733447,True,False,3.459859694528629,1.02,311.0,90,0.09,145.95797896385193
8,social,True,beta,0.18922006674301955,0.24702040706095288,0.057265522583771274,0.17005264768359085,0.3876478480809977,0.3054662294165247,True,False,0.21759520039740687,1.02,311.0,90,0.09,145.95797896385193
8,social,True,slope,1.4,1.2147720854377162,0.2518021193682395,0.7888434776031341,1.763127444902379,-0.13230565325877408,True,False,0.9742839672992449,1.02,311.0,90,0.09,145.95797896385193
8,social,True,decay,0.45,0.5057548542468269,0.05339290674989225,0.39747754539380925,0.6040058506390116,0.12389967610405968,True,False,0.20652830524520233,1.02,311.0,90,0.09,145.95797896385193
8,video,False,roas,1.5752099961266188,2.1851815800672,0.7874102406797169,1.0915062714860047,4.1006849896368625,0.38723191538936275,True,False,3.009178718150858,1.02,311.0,90,0.09,145.95797896385193
8,video,False,half_saturation,1.7784669427813369,2.373930138620278,1.2741422592147795,0.9200350269571914,5.332951586180035,0.3348182535840103,True,True,4.412916559222843,1.02,311.0,90,0.09,145.95797896385193
