seed,channel,calibrated,parameter,truth,posterior_mean,posterior_median,posterior_sd,q025,q975,relative_bias,relative_bias_median,covered_95,covered_50,interval_width_95,max_r_hat,min_ess_bulk,divergences,divergence_rate,seconds
9,search,False,decay,0.15,0.16513368067093154,0.1576510676725283,0.07212401074907292,0.044367246319611815,0.3233664032837316,0.10089120447287696,0.051007117816855296,True,True,0.2789991569641198,1.01,404.0,5,0.005,53.86966896057129
9,social,False,roas,1.9383579748828146,2.358957541206465,2.258547624440984,0.7185492875602243,1.213823184481455,4.027553181925156,0.21698755945690495,0.16518602534061166,True,True,2.813729997443701,1.01,404.0,5,0.005,53.86966896057129
9,social,False,half_saturation,1.2556629879478556,1.139449204758853,1.05194968559343,0.40461186460000836,0.6224857871155506,2.1423999690776783,-0.09255173108106991,-0.16223565105423432,True,True,1.5199141819621276,1.01,404.0,5,0.005,53.86966896057129
9,social,False,beta,0.19186759000118625,0.21043024053717904,0.20225920599273084,0.05107888170904057,0.1311312892901792,0.3311300275592064,0.09674719183098107,0.05416035085175324,True,True,0.1999987382690272,1.01,404.0,5,0.005,53.86966896057129
9,social,False,slope,1.4,1.428957477971746,1.374811217727105,0.40083115677358916,0.7646579479591368,2.4270255007959594,0.02068391283696149,-0.017991987337782067,True,True,1.6623675528368227,1.01,404.0,5,0.005,53.86966896057129
9,social,False,decay,0.45,0.3514991447824402,0.352657746947098,0.07498602472038159,0.197475427071892,0.48963715568135874,-0.21889078937235512,-0.21631611789533778,True,False,0.29216172860946676,1.01,404.0,5,0.005,53.86966896057129
9,video,False,roas,1.5840878803332703,2.0160790017733445,1.8977374660120832,0.722796283646719,0.9340513845519177,3.7390103594975344,0.2727065378148018,0.19800011702180645,True,True,2.8049589749456167,1.01,404.0,5,0.005,53.86966896057129
9,video,False,half_saturation,1.7055427622680084,1.846938034991092,1.600878879927988,0.9913284440205528,0.8615610258014915,4.570775429146289,0.08290338762017203,-0.06136690598178827,True,True,3.709214403344798,1.01,404.0,5,0.005,53.86966896057129
9,video,False,beta,0.13127782473765373,0.15779935691360106,0.14835627699298148,0.05296738762004845,0.08264333954244818,0.293113528955802,0.20202598747311734,0.13009396133320625,True,True,0.21047018941335383,1.01,404.0,5,0.005,53.86966896057129
9,video,False,slope,1.8,1.5450869156267546,1.4606945716192534,0.5252845930404676,0.8134707448644575,2.8160330705315926,-0.1416183802073586,-0.18850301576708145,True,True,2.002562325667135,1.01,404.0,5,0.005,53.86966896057129
9,video,False,decay,0.65,0.570958669294308,0.5767926973119106,0.0742080123611042,0.4123253914499911,0.6949417116340513,-0.1216020472395261,-0.11262661952013753,True,False,0.2826163201840602,1.01,404.0,5,0.005,53.86966896057129
9,tv,False,roas,0.9566828702172148,1.5767536169425367,1.4611602632630984,0.6123023243215444,0.7878542208080591,3.1147871392370834,0.6481465969852005,0.5273193539373628,True,False,2.326932918429024,1.01,404.0,5,0.005,53.86966896057129
